No., BCV ,Position,Player,Team, Price , Weighted minutes , Weighted UPPM , PPG - longer term ,Fixture ratio,5,6,7,8,9,10,11,12
10, 0.32 ,D,Ruben,MCI, 5.5 ,,,,, 2.84 , 2.74 , 3.72 , 3.25 , 3.53 , 2.84 , 2.70 , 2.63 
11, 0.31 ,D,Romero,TOT, 5.1 ,,,,, 3.47 , 2.27 , 2.40 , 3.34 , 2.62 , 2.90 , 3.88 , 1.24 
12, 0.25 ,D,Stones,MCI, 5.4 ,,,,, 2.06 , 2.40 , 3.13 , 2.89 , 3.23 , 2.55 , 2.39 , 2.36 
13, 0.24 ,D,Estupinan,BRI, 5.0 ,,,,, 3.02 , 1.93 , 2.28 , 2.00 , 3.25 , 1.48 , 1.68 , 2.37 
14, 0.33 ,D,Colwill,CHE, 4.5 ,,,,, 2.69 , 3.28 , 3.51 , 1.61 , 2.62 , 2.10 , 2.11 , 3.08 
15, 0.33 ,D,Udogie,TOT, 5.0 ,,,,, 3.62 , 2.35 , 2.54 , 3.42 , 2.74 , 2.98 , 3.96 , 1.33 
16, 0.22 ,D,Walker,MCI, 5.3 ,,,,, 1.88 , 2.18 , 2.90 , 2.72 , 2.96 , 2.45 , 2.23 , 2.27 
17, 0.30 ,D,Van de Ven,TOT, 4.5 ,,,,, 3.19 , 2.15 , 2.26 , 3.00 , 2.43 , 2.67 , 3.52 , 1.20 
18, 0.29 ,D,Cucurella,CHE, 5.0 ,,,,, 2.70 , 3.23 , 3.51 , 1.52 , 2.65 , 2.01 , 1.99 , 2.98 
19, 0.28 ,D,Munoz,CPL, 5.0 ,,,,, 2.86 , 3.05 , 2.12 , 2.81 , 2.34 , 2.84 , 3.25 , 2.13 
20, 0.25 ,D,Schär,NEW, 5.4 ,,,,, 2.83 , 1.92 , 3.05 , 2.99 , 1.80 , 2.05 , 2.79 , 3.14 
21, 0.26 ,D,Mitchell,CPL, 4.9 ,,,,, 2.61 , 2.82 , 2.02 , 2.69 , 2.20 , 2.74 , 3.13 , 2.01 
22, 0.25 ,D,Senesi,BOU, 4.9 ,,,,, 1.28 , 3.59 , 2.83 , 1.81 , 1.87 , 1.49 , 2.31 , 2.58 
23, 0.24 ,D,Shaw,MUN, 4.9 ,,,,, 1.58 , 2.40 , 2.14 , 3.14 , 2.39 , 2.29 , 3.55 , 2.98 
24, 0.29 ,D,W.Fofana,CHE, 4.5 ,,,,, 2.54 , 3.03 , 3.14 , 1.42 , 2.41 , 1.83 , 1.82 , 2.68 
25, 0.29 ,D,Dalot,MUN, 5.0 ,,,,, 2.81 , 2.69 , 2.23 , 3.36 , 2.53 , 2.41 , 3.69 , 3.08 
26, 0.31 ,D,Dunk,BRI, 4.6 ,,,,, 3.79 , 1.98 , 2.42 , 2.04 , 3.68 , 1.50 , 1.75 , 2.58 
27, 0.30 ,D,Pau,AVL, 4.5 ,,,,, 3.22 , 2.94 , 2.30 , 2.33 , 2.66 , 1.47 , 1.28 , 2.55 
28, 0.22 ,D,De Ligt,MUN, 5.0 ,,,,, 1.54 , 2.26 , 2.07 , 2.96 , 2.33 , 2.16 , 3.30 , 2.83 
29, 0.14 ,D,Trippier,NEW, 5.8 ,,,,, 1.76 , 1.27 , 1.98 , 2.13 , 1.38 , 1.58 , 2.12 , 2.31 
30, 0.36 ,D,Konsa,AVL, 4.5 ,,,,, 3.52 , 3.27 , 2.58 , 2.58 , 3.04 , 1.61 , 1.41 , 2.95 
31, 0.22 ,D,Konate,LIV, 5.1 ,,,,, 2.81 , 2.60 , 2.29 , 2.15 , 1.45 , 2.43 , 2.36 , 2.54 
32, 0.29 ,D,Guehi,CPL, 4.5 ,,,,, 2.64 , 2.91 , 2.02 , 2.72 , 2.20 , 2.75 , 3.13 , 2.03 
33, 0.24 ,D,Martinez,MUN, 4.5 ,,,,, 1.52 , 2.27 , 2.02 , 2.95 , 2.27 , 2.14 , 3.30 , 2.76 
34, 0.19 ,D,C.Richards,CPL, 4.5 ,,,,, 2.10 , 2.10 , 1.27 , 1.78 , 1.43 , 1.85 , 2.20 , 1.31 
35, 0.29 ,D,Tarkowski,EVE, 4.9 ,,,,, 2.80 , 2.94 , 2.27 , 2.78 , 2.99 , 2.72 , 2.16 , 2.86 
36, 0.25 ,D,Burn,NEW, 4.5 ,,,,, 2.59 , 1.76 , 2.69 , 2.61 , 1.56 , 1.79 , 2.48 , 2.74 
37, 0.28 ,D,Kilman,WHM, 4.5 ,,,,, 2.21 , 2.56 , 3.43 , 1.45 , 2.35 , 2.47 , 3.14 , 1.69 
38, 0.19 ,D,J.Timber,ARS, 5.5 ,,,,, 1.61 , 2.73 , 2.66 , 2.04 , 1.73 , 1.76 , 1.64 , 2.38 
39, 0.27 ,D,Collins,BRE, 4.5 ,,,,, 1.54 , 2.63 , 3.02 , 1.67 , 3.13 , 2.19 , 2.59 , 2.39 
40, 0.19 ,D,James,CHE, 5.0 ,,,,, 0.11 , 1.72 , 2.96 , 1.64 , 2.67 , 2.07 , 1.95 , 2.87 
41, 0.29 ,D,Pinnock,BRE, 4.5 ,,,,, 1.62 , 2.76 , 3.25 , 1.79 , 3.39 , 2.32 , 2.80 , 2.56 
42, 0.23 ,D,Wan-Bissaka,WHM, 4.5 ,,,,, 1.98 , 2.20 , 2.99 , 1.26 , 2.01 , 2.11 , 2.75 , 1.51 
43, 0.20 ,D,Lacroix,CPL, 4.5 ,,,,, 2.28 , 2.34 , 1.53 , 1.98 , 1.57 , 2.06 , 2.35 , 1.46 
44, 0.28 ,D,Van Hecke,BRI, 4.5 ,,,,, 3.44 , 1.76 , 2.09 , 1.79 , 3.23 , 1.27 , 1.54 , 2.24 
45, 0.18 ,D,J.Araujo,BOU, 4.5 ,,,,, 0.97 , 2.49 , 2.00 , 1.35 , 1.36 , 1.15 , 1.74 , 1.87 
46, 0.23 ,D,Andersen,FUL, 4.4 ,,,,, 2.30 , 2.41 , 0.98 , 2.35 , 2.45 , 2.81 , 2.08 , 2.93 
47, 0.19 ,D,Branthwaite,EVE, 4.9 ,,,,, 0.15 , 1.58 , 1.97 , 2.65 , 2.82 , 2.59 , 2.04 , 2.69 
48, 0.31 ,D,Mykolenko,EVE, 4.4 ,,,,, 2.83 , 2.88 , 2.28 , 2.76 , 2.90 , 2.65 , 2.11 , 2.76 
49, 0.28 ,D,Digne,AVL, 4.6 ,,,,, 3.02 , 2.83 , 2.36 , 2.30 , 2.69 , 1.53 , 1.34 , 2.51 
50, 0.29 ,D,Emerson,WHM, 4.5 ,,,,, 1.96 , 2.63 , 3.59 , 1.53 , 2.46 , 2.51 , 3.20 , 1.77 
51, 0.24 ,D,Robinson,FUL, 4.7 ,,,,, 2.45 , 2.57 , 1.02 , 2.45 , 2.59 , 2.89 , 2.15 , 3.08 
52, 0.24 ,D,Henry,BRE, 4.4 ,,,,, 0.11 , 1.55 , 2.83 , 1.78 , 3.37 , 2.34 , 2.83 , 2.56 
53, 0.22 ,D,Cash,AVL, 4.4 ,,,,, 1.17 , 2.63 , 2.28 , 2.25 , 2.68 , 1.55 , 1.30 , 2.57 
54, 0.21 ,D,Lewis,MCI, 4.7 ,,,,, 2.33 , 1.82 , 2.46 , 2.19 , 2.48 , 1.90 , 1.83 , 1.80 
55, 0.24 ,D,Milenkovic,NOT, 4.5 ,,,,, 1.98 , 2.82 , 1.39 , 2.54 , 2.47 , 2.49 , 2.03 , 1.11 
56, 0.23 ,D,Zabarnyi,BOU, 4.5 ,,,,, 1.12 , 3.14 , 2.55 , 1.63 , 1.68 , 1.35 , 2.05 , 2.32 
57, 0.23 ,D,Kerkez,BOU, 4.5 ,,,,, 1.22 , 3.14 , 2.55 , 1.65 , 1.73 , 1.33 , 2.05 , 2.24 
58, 0.18 ,D,Mavropanos,WHM, 4.5 ,,,,, 1.58 , 1.64 , 2.29 , 1.04 , 1.60 , 1.76 , 2.26 , 1.21 
59, 0.21 ,D,Toti,WOL, 4.4 ,,,,, 1.71 , 1.71 , 2.15 , 1.32 , 1.77 , 2.54 , 3.05 , 2.03 
60, 0.28 ,D,Sugawara,SOU, 4.5 ,,,,, 3.32 , 2.13 , 1.05 , 3.12 , 0.79 , 2.89 , 2.25 , 1.53 
61, 0.22 ,D,Tete,FUL, 4.5 ,,,,, 2.31 , 2.36 , 1.02 , 2.31 , 2.38 , 2.63 , 1.97 , 2.78 
62, 0.09 ,D,Botman,NEW, 4.5 ,,,,, -   , -   , -   , 0.23 , 0.25 , 0.44 , 0.84 , 0.95 
63, 0.21 ,D,F.Kad?o?lu,BRI, 4.5 ,,,,, 2.69 , 1.41 , 1.67 , 1.45 , 2.44 , 1.07 , 1.25 , 1.78 
64, 0.25 ,D,Murillo,NOT, 4.5 ,,,,, 1.97 , 2.91 , 1.39 , 2.61 , 2.52 , 2.59 , 2.05 , 1.12 
65, 0.23 ,D,Justin,LEI, 4.5 ,,,,, 2.85 , 1.07 , 2.32 , 2.25 , 2.51 , 2.23 , 1.37 , 1.59 
66, 0.22 ,D,Mosquera,WOL, 4.0 ,,,,, 1.42 , 1.70 , 2.13 , 1.30 , 1.78 , 2.55 , 3.04 , 2.08 
67, 0.21 ,D,Alex Moreno,NOT, 4.4 ,,,,, 1.73 , 2.44 , 1.38 , 2.36 , 2.25 , 2.29 , 1.93 , 1.11 
68, 0.24 ,D,Aina,NOT, 4.4 ,,,,, 1.93 , 2.75 , 1.42 , 2.53 , 2.43 , 2.47 , 2.03 , 1.12 
69, 0.27 ,D,Davis,IPS, 4.5 ,,,,, 2.79 , 2.23 , 2.09 , 3.09 , 2.18 , 3.18 , 1.23 , 2.16 
70, 0.29 ,D,Faes,LEI, 4.1 ,,,,, 3.00 , 1.08 , 2.57 , 2.41 , 2.75 , 2.42 , 1.41 , 1.71 
71, 0.17 ,D,Gusto,CHE, 5.0 ,,,,, 1.51 , 2.40 , 2.25 , 1.04 , 1.65 , 1.34 , 1.36 , 1.91 
72, 0.26 ,D,Walker-Peters,SOU, 4.5 ,,,,, 3.14 , 2.03 , 0.94 , 2.96 , 0.66 , 2.74 , 2.09 , 1.40 
73, 0.21 ,D,Okoli,LEI, 4.0 ,,,,, 2.33 , 0.89 , 2.04 , 1.99 , 2.22 , 2.01 , 1.18 , 1.41 
74, 0.17 ,D,Maatsen,AVL, 4.9 ,,,,, 2.06 , 1.92 , 1.65 , 1.62 , 1.94 , 1.18 , 1.04 , 1.94 
75, 0.22 ,D,Kristiansen,LEI, 4.5 ,,,,, 2.72 , 1.04 , 2.33 , 2.19 , 2.45 , 2.23 , 1.32 , 1.54 
76, 0.18 ,D,Stephens,SOU, 4.0 ,,,,, 0.99 , 0.66 , 0.78 , 2.56 , 0.53 , 2.39 , 1.87 , 1.17 
77, 0.27 ,D,Bednarek,SOU, 4.0 ,,,,, 3.01 , 1.91 , 0.83 , 2.80 , 0.54 , 2.59 , 1.96 , 1.23 
78, 0.20 ,D,N.Semedo,WOL, 4.5 ,,,,, 1.67 , 1.65 , 2.10 , 1.27 , 1.72 , 2.48 , 2.93 , 2.02 
79, 0.21 ,D,Bassey,FUL, 4.5 ,,,,, 2.18 , 2.31 , 0.93 , 2.17 , 2.33 , 2.57 , 1.90 , 2.69 
80, 0.19 ,D,Aït-Nouri,WOL, 4.5 ,,,,, 1.44 , 1.67 , 2.05 , 1.38 , 1.79 , 2.40 , 2.84 , 2.00 
81, 0.24 ,D,Harwood-Bellis,SOU, 4.0 ,,,,, 2.92 , 1.85 , 0.72 , 2.28 , 0.51 , 2.11 , 1.67 , 1.06 
82, 0.25 ,D,Greaves,IPS, 4.0 ,,,,, 2.39 , 1.85 , 1.76 , 2.61 , 1.79 , 2.71 , 0.95 , 1.74 
83, 0.21 ,D,O'Shea,IPS, 4.0 ,,,,, 1.94 , 1.62 , 1.54 , 2.30 , 1.58 , 2.38 , 0.91 , 1.62 
84, 0.13 ,D,Zinchenko,ARS, 4.9 ,,,,, 0.72 , 1.38 , 1.22 , 1.05 , 0.91 , 0.96 , 0.91 , 1.12 
85, 0.16 ,D,Dawson,WOL, 4.5 ,,,,, 1.18 , 1.07 , 1.36 , 0.90 , 1.16 , 1.71 , 2.06 , 1.38 
86, 0.17 ,D,Calafiori,ARS, 5.8 ,,,,, 0.87 , 2.65 , 2.83 , 2.13 , 1.85 , 1.74 , 1.57 , 2.47 
87, 0.20 ,D,Tuanzebe,IPS, 4.0 ,,,,, 1.87 , 1.46 , 1.41 , 2.05 , 1.40 , 2.19 , 0.81 , 1.43 
88, 0.20 ,D,Ajer,BRE, 4.5 ,,,,, 1.36 , 2.15 , 2.38 , 1.35 , 2.39 , 1.76 , 2.04 , 1.87 
89, 0.12 ,D,Morato,NOT, 4.5 ,,,,, 0.44 , 0.78 , 0.34 , 0.69 , 0.61 , 0.65 , 0.63 , 0.30 
90, 0.19 ,D,Livramento,NEW, 4.5 ,,,,, 2.01 , 1.48 , 2.19 , 2.04 , 1.31 , 1.44 , 1.86 , 2.10 
91, 0.17 ,D,Mazraoui,MUN, 4.5 ,,,,, 1.86 , 1.35 , 1.13 , 1.54 , 1.25 , 1.24 , 1.76 , 1.51 
92, 0.12 ,D,Patterson,EVE, 4.4 ,,,,, 0.08 , 0.43 , 0.37 , 0.66 , 0.85 , 0.94 , 0.82 , 1.02 
93, 0.17 ,D,Todibo,WHM, 4.5 ,,,,, 1.25 , 1.61 , 2.15 , 0.97 , 1.55 , 1.62 , 2.04 , 1.17 
94, 0.17 ,D,N.Williams,NOT, 4.5 ,,,,, 1.30 , 1.92 , 1.02 , 1.71 , 1.72 , 1.78 , 1.43 , 0.87 
95, 0.11 ,D,Ake,MCI, 5.4 ,,,,, -   , -   , 0.11 , 1.04 , 2.24 , 2.11 , 1.90 , 2.04 
96, 0.15 ,D,Van den Berg,BRE, 4.0 ,,,,, 0.64 , 0.94 , 0.98 , 0.62 , 1.10 , 0.79 , 1.00 , 0.89 
97, 0.18 ,D,Roerslev,BRE, 4.5 ,,,,, 1.30 , 1.89 , 2.08 , 1.23 , 2.15 , 1.50 , 1.67 , 1.57 
98, 0.17 ,D,Bogarde,AVL, 4.0 ,,,,, 1.94 , 1.13 , 0.92 , 0.93 , 1.06 , 0.64 , 0.61 , 1.02 
99, 0.17 ,D,Veltman,BRI, 4.5 ,,,,, 2.06 , 1.15 , 1.31 , 1.11 , 1.79 , 0.87 , 0.96 , 1.29 
100, 0.16 ,D,Quansah,LIV, 4.2 ,,,,, 1.20 , 1.27 , 1.15 , 1.16 , 0.93 , 1.38 , 1.30 , 1.42 
101, 0.21 ,D,Keane,EVE, 4.0 ,,,,, 2.62 , 1.92 , 1.01 , 1.02 , 0.99 , 0.97 , 0.79 , 0.93 
102, 0.19 ,D,Kelly,NEW, 4.5 ,,,,, 2.11 , 1.48 , 2.23 , 2.10 , 1.31 , 1.43 , 1.85 , 1.98 
103, 0.13 ,D,Dragusin,TOT, 4.4 ,,,,, 0.65 , 0.55 , 0.63 , 0.88 , 0.73 , 0.87 , 1.17 , 0.45 
104, 0.18 ,D,Johnson,IPS, 4.0 ,,,,, 1.37 , 1.11 , 1.13 , 1.54 , 1.18 , 1.59 , 0.72 , 1.14 
105, 0.13 ,D,Boly,NOT, 4.5 ,,,,, 0.37 , 0.86 , 0.61 , 1.05 , 1.05 , 1.11 , 0.94 , 0.56 
106, 0.14 ,D,Castagne,FUL, 4.3 ,,,,, 0.67 , 0.78 , 0.45 , 0.91 , 1.02 , 1.15 , 0.92 , 1.32 
107, 0.13 ,D,Diop,FUL, 4.5 ,,,,, 0.60 , 0.74 , 0.39 , 0.85 , 0.97 , 1.03 , 0.88 , 1.19 
108, 0.12 ,D,Tsimikas,LIV, 4.8 ,,,,, 0.63 , 0.63 , 0.67 , 0.71 , 0.51 , 0.82 , 0.83 , 0.86 
109, 0.15 ,D,Coleman,EVE, 4.4 ,,,,, 0.72 , 1.04 , 1.12 , 1.18 , 1.26 , 1.10 , 0.94 , 1.20 
110, 0.16 ,D,Woolfenden,IPS, 4.0 ,,,,, 1.07 , 0.86 , 0.88 , 1.24 , 0.89 , 1.32 , 0.54 , 0.89 
111, 0.19 ,D,Young,EVE, 4.5 ,,,,, 2.22 , 1.91 , 1.47 , 1.70 , 1.77 , 1.57 , 1.23 , 1.60 
112, 0.11 ,D,Spence,TOT, 4.4 ,,,,, 0.46 , 0.36 , 0.40 , 0.56 , 0.52 , 0.61 , 0.73 , 0.37 
113, 0.15 ,D,Mee,BRE, 4.4 ,,,,, 0.89 , 1.20 , 1.42 , 0.83 , 1.53 , 1.14 , 1.19 , 1.17 
114, 0.13 ,D,Bradley,LIV, 4.9 ,,,,, 0.92 , 1.02 , 0.95 , 0.96 , 0.71 , 1.04 , 1.04 , 1.07 
115, 0.14 ,D,Coufal,WHM, 4.5 ,,,,, 1.07 , 0.93 , 1.24 , 0.65 , 0.99 , 1.05 , 1.27 , 0.77 
116, 0.12 ,D,Huijsen,BOU, 4.5 ,,,,, 0.37 , 0.84 , 0.85 , 0.62 , 0.70 , 0.60 , 0.86 , 0.90 
117, 0.15 ,D,Chalobah,CPL, 4.4 ,,,,, 0.22 , 0.87 , 1.19 , 1.71 , 1.48 , 1.71 , 1.90 , 1.26 
118, 0.13 ,D,Doherty,WOL, 4.5 ,,,,, 0.81 , 0.68 , 0.88 , 0.64 , 0.85 , 1.08 , 1.32 , 0.96 
119, 0.10 ,D,Chadi Riad,CPL, 4.4 ,,,,, 0.04 , 0.21 , 0.15 , 0.25 , 0.18 , 0.26 , 0.33 , 0.45 
120, 0.14 ,D,Disasi,CHE, 4.4 ,,,,, 1.43 , 0.92 , 0.87 , 0.45 , 0.73 , 0.63 , 0.63 , 0.87 
121, 0.13 ,D,Nedeljkovic,AVL, 4.0 ,,,,, 0.87 , 0.48 , 0.40 , 0.44 , 0.50 , 0.36 , 0.33 , 0.53 
122, 0.11 ,D,Tosin,CHE, 4.4 ,,,,, 0.38 , 0.43 , 0.60 , 0.33 , 0.51 , 0.49 , 0.49 , 0.67 
123, 0.15 ,D,Vestergaard,LEI, 4.0 ,,,,, 0.95 , 0.41 , 0.94 , 0.89 , 1.07 , 0.94 , 0.60 , 0.70 
124, 0.13 ,D,Hall,NEW, 4.4 ,,,,, 0.75 , 0.59 , 0.90 , 0.89 , 0.67 , 0.73 , 0.92 , 1.03 
125, 0.12 ,D,Diego Carlos,AVL, 4.5 ,,,,, 0.74 , 0.61 , 0.61 , 0.61 , 0.77 , 0.46 , 0.41 , 0.79 
126, 0.09 ,D,Yoro,MUN, 4.4 ,,,,, -   , 0.06 , 0.09 , 0.22 , 0.15 , 0.21 , 0.38 , 0.33 
127, 0.14 ,D,Smith,BOU, 4.5 ,,,,, 0.70 , 1.47 , 1.28 , 0.88 , 0.98 , 0.76 , 1.01 , 1.18 
128, 0.12 ,D,Dixon,EVE, 4.0 ,,,,, 0.46 , 0.40 , 0.26 , 0.35 , 0.29 , 0.31 , 0.27 , 0.29 
129, 0.14 ,D,Maguire,MUN, 5.0 ,,,,, 1.90 , 1.04 , 0.77 , 1.09 , 0.92 , 0.84 , 1.18 , 1.06 
130, 0.15 ,D,Clyne,CPL, 4.4 ,,,,, 1.13 , 1.17 , 0.85 , 1.04 , 0.89 , 1.04 , 1.14 , 0.85 
131, 0.13 ,D,Ricardo,LEI, 4.4 ,,,,, 0.65 , 0.35 , 0.82 , 0.75 , 0.92 , 0.84 , 0.55 , 0.68 
132, 0.12 ,D,Burgess,IPS, 4.0 ,,,,, 0.28 , 0.32 , 0.31 , 0.49 , 0.38 , 0.53 , 0.26 , 0.42 
133, 0.12 ,D,Sessegnon,FUL, 4.4 ,,,,, 0.40 , 0.46 , 0.32 , 0.54 , 0.63 , 0.75 , 0.61 , 0.79 
134, 0.11 ,D,Webster,BRI, 4.4 ,,,,, 0.44 , 0.28 , 0.40 , 0.36 , 0.56 , 0.31 , 0.35 , 0.46 
135, 0.11 ,D,Toffolo,NOT, 4.4 ,,,,, 0.26 , 0.39 , 0.30 , 0.43 , 0.48 , 0.55 , 0.50 , 0.32 
136, 0.12 ,D,Krafth,NEW, 4.5 ,,,,, 0.38 , 0.42 , 0.68 , 0.73 , 0.48 , 0.59 , 0.71 , 0.86 
137, 0.14 ,D,Taylor,SOU, 4.0 ,,,,, 1.09 , 0.79 , 0.39 , 0.94 , 0.31 , 0.98 , 0.74 , 0.55 
138, 0.10 ,D,Gomez,LIV, 4.9 ,,,,, 0.22 , 0.31 , 0.42 , 0.39 , 0.33 , 0.52 , 0.54 , 0.66 
139, 0.11 ,D,Davies,TOT, 4.4 ,,,,, 0.27 , 0.27 , 0.32 , 0.47 , 0.41 , 0.46 , 0.60 , 0.32 
140, 0.10 ,D,Tomiyasu,ARS, 4.9 ,,,,, 0.04 , 0.15 , 0.41 , 0.49 , 0.69 , 0.63 , 0.62 , 0.88 
141, 0.09 ,D,Kiwior,ARS, 4.9 ,,,,, 0.26 , 0.33 , 0.36 , 0.29 , 0.28 , 0.29 , 0.31 , 0.42 
142, 0.10 ,D,J.Cuenca,FUL, 4.4 ,,,,, 0.14 , 0.21 , 0.16 , 0.27 , 0.31 , 0.35 , 0.30 , 0.40 
143, 0.10 ,D,Pedro Lima,WOL, 4.0 ,,,,, 0.06 , 0.07 , 0.07 , 0.07 , 0.07 , 0.11 , 0.15 , 0.10 
144, 0.11 ,D,S.Bueno,WOL, 4.4 ,,,,, 0.38 , 0.29 , 0.40 , 0.33 , 0.40 , 0.57 , 0.68 , 0.57 
145, 0.11 ,D,Cresswell,WHM, 4.0 ,,,,, 0.08 , 0.18 , 0.39 , 0.28 , 0.41 , 0.39 , 0.50 , 0.37 
146, 0.10 ,D,Omobamidele,NOT, 4.4 ,,,,, 0.22 , 0.28 , 0.16 , 0.28 , 0.33 , 0.34 , 0.29 , 0.19 
147, 0.11 ,D,Townsend,IPS, 4.0 ,,,,, 0.23 , 0.21 , 0.22 , 0.32 , 0.26 , 0.41 , 0.21 , 0.28 
148, 0.10 ,D,Chilwell,CHE, 4.9 ,,,,, 0.74 , 0.42 , 0.39 , 0.23 , 0.40 , 0.36 , 0.34 , 0.46 
149, 0.10 ,D,Evans,MUN, 4.4 ,,,,, 0.86 , 0.15 , 0.09 , 0.13 , 0.11 , 0.12 , 0.18 , 0.17 
150, 0.10 ,D,Ward,CPL, 4.4 ,,,,, 0.21 , 0.23 , 0.21 , 0.24 , 0.26 , 0.26 , 0.34 , 0.23 
151, 0.10 ,D,Lamptey,BRI, 4.5 ,,,,, 0.38 , 0.24 , 0.27 , 0.24 , 0.37 , 0.23 , 0.24 , 0.31 
152, 0.10 ,D,Targett,NEW, 4.0 ,,,,, 0.06 , 0.05 , 0.10 , 0.10 , 0.08 , 0.11 , 0.12 , 0.13 
153, 0.10 ,D,Hill,BOU, 4.0 ,,,,, 0.05 , 0.11 , 0.12 , 0.10 , 0.13 , 0.11 , 0.15 , 0.18 
154, 0.11 ,D,B.Badiashile,CHE, 4.4 ,,,,, 0.39 , 0.45 , 0.60 , 0.30 , 0.59 , 0.47 , 0.43 , 0.64 
155, 0.09 ,D,O'Brien,EVE, 4.9 ,,,,, 0.30 , 0.28 , 0.17 , 0.15 , 0.18 , 0.18 , 0.16 , 0.22 
156, 0.09 ,D,Holding,CPL, 4.4 ,,,,, 0.08 , 0.08 , 0.06 , 0.08 , 0.06 , 0.09 , 0.10 , 0.08 
157, 0.10 ,D,Igor,BRI, 4.4 ,,,,, 0.25 , 0.19 , 0.22 , 0.21 , 0.36 , 0.18 , 0.25 , 0.30 
158, 0.11 ,D,Aarons,BOU, 4.4 ,,,,, 0.27 , 0.58 , 0.59 , 0.44 , 0.53 , 0.47 , 0.57 , 0.71 
159, 0.11 ,D,Mings,AVL, 4.4 ,,,,, 0.35 , 0.45 , 0.48 , 0.48 , 0.59 , 0.38 , 0.38 , 0.69 
160, 0.10 ,D,Wood,SOU, 4.0 ,,,,, 0.14 , 0.15 , 0.06 , 0.14 , 0.07 , 0.17 , 0.13 , 0.11 
161, 0.11 ,D,Coady,LEI, 4.0 ,,,,, 0.11 , 0.09 , 0.16 , 0.20 , 0.25 , 0.26 , 0.16 , 0.21 
162, 0.09 ,D,Malacia,MUN, 4.4 ,,,,, 0.02 , 0.02 , 0.09 , 0.27 , 0.27 , 0.28 , 0.30 , 0.33 
163, 0.11 ,D,Bree,SOU, 4.0 ,,,,, 0.20 , 0.16 , 0.11 , 0.22 , 0.12 , 0.24 , 0.22 , 0.19 
164, 0.10 ,D,Lindelof,MUN, 4.4 ,,,,, 0.02 , 0.12 , 0.13 , 0.25 , 0.29 , 0.23 , 0.34 , 0.30 
165, 0.10 ,D,Ji-soo,BRE, 4.0 ,,,,, 0.03 , 0.03 , 0.03 , 0.03 , 0.04 , 0.04 , 0.05 , 0.04 
166, 0.10 ,D,H.Clarke,IPS, 4.0 ,,,,, 0.03 , 0.06 , 0.07 , 0.10 , 0.09 , 0.12 , 0.08 , 0.11 
167, 0.12 ,D,Thomas,LEI, 4.0 ,,,,, 0.41 , 0.26 , 0.51 , 0.50 , 0.54 , 0.45 , 0.35 , 0.43 
168, 0.09 ,D,Lascelles,NEW, 4.5 ,,,,, -   , -   , -   , 0.02 , 0.02 , 0.03 , 0.04 , 0.05 
169, 0.12 ,D,Bella-Kotchap,SOU, 4.0 ,,,,, 0.71 , 0.60 , 0.19 , 0.40 , 0.20 , 0.50 , 0.38 , 0.31 
170, 0.10 ,D,Edwards,SOU, 4.0 ,,,,, 0.02 , 0.03 , 0.02 , 0.03 , 0.02 , 0.04 , 0.04 , 0.03 
171, 0.10 ,D,A.Murphy,NEW, 4.0 ,,,,, 0.02 , 0.02 , 0.02 , 0.03 , 0.02 , 0.02 , 0.06 , 0.07 
172, 0.11 ,D,Manning,SOU, 4.4 ,,,,, 0.53 , 0.44 , 0.24 , 0.57 , 0.25 , 0.56 , 0.44 , 0.39 
173, 0.10 ,D,Larios,SOU, 4.0 ,,,,, 0.02 , 0.02 , 0.02 , 0.03 , 0.02 , 0.03 , 0.03 , 0.03 
174, 0.09 ,D,Tierney,ARS, 4.4 ,,,,, 0.11 , 0.12 , 0.13 , 0.14 , 0.14 , 0.13 , 0.15 , 0.18 
175, 0.09 ,D,Hickey,BRE, 4.4 ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
176, 0.10 ,D,Meghoma,BRE, 4.0 ,,,,, 0.08 , 0.06 , 0.04 , -   , -   , -   , -   , -   
177, 0.10 ,D,Ndaba,IPS, 4.0 ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
178, 0.09 ,D,Tierney,ARS, 4.4 ,,,,, 0.11 , 0.12 , 0.13 , 0.14 , 0.14 , 0.13 , 0.15 , 0.18 
179, 0.10 ,D,A.Murphy,NEW, 4.0 ,,,,, 0.02 , 0.02 , 0.02 , 0.03 , 0.02 , 0.02 , 0.06 , 0.07 
180, 0.21 ,D,Lewis,NEW, 4.7 ,,,,, 2.33 , 1.82 , 2.46 , 2.19 , 2.48 , 1.90 , 1.83 , 1.80 
181, 0.09 ,D,Hickey,BRE, 4.4 ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
182, 0.12 ,D,Bella-Kotchap,SOU, 4.0 ,,,,, 0.71 , 0.60 , 0.19 , 0.40 , 0.20 , 0.50 , 0.38 , 0.31 
183, 0.10 ,D,Souttar,LEI, 4.0 ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
184, 0.08 ,D,E.Royal,TOT, 4.5 ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
185, (1.00),D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
186, (1.00),D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
187, (1.00),D,0,,  ,,,,, -   , -   , -   , -   , -   , -   , -   , -   
